"","customerid","sex","age","post","trx1M","amt1M","mean1M","item1M","trx3M","amt3M","mean3M","item3M","trx6M","amt6M","mean6M","item6M","churn"
"2214",14446,"F","45技~49技","047",19,223767,11777,29,54,677944,12555,63,110,1331008,12100,102,"0"
"2215",3384,"F","50技~54技","049",23,318333,13841,41,51,781932,15332,89,99,1645539,16622,163,"0"
"2216",14059,"F","45技~49技","049",5,100830,20166,10,13,360229,27710,21,30,765650,25522,59,"0"
"2217",3559,"F","45技~49技","016",20,577093,28855,81,71,1973407,27794,172,136,3500340,25738,300,"0"
"2218",2920,"M","50技~54技","016",NA,NA,NA,NA,3,65010,21670,6,11,224620,20420,23,"1"
"2219",9971,"F","50技~54技","024",NA,NA,NA,NA,1,70200,70200,7,3,229672,76557,28,"0"
"2220",12079,"F","50技~54技","055",4,349150,87288,12,15,746957,49797,55,32,1569118,49035,120,"0"
"2221",5953,"F","40技~44技","055",5,198852,39770,21,15,735081,49005,58,53,1606871,30318,109,"0"
"2222",1200,"F","55技~59技","016",6,206960,34493,14,11,394910,35901,27,34,1728791,50847,96,"0"
"2223",3985,"F","45技~49技","055",34,1076613,31665,79,77,2620655,34034,149,132,4539457,34390,245,"0"
"2224",16242,"F","40技~44技","016",21,602792,28704,71,63,1640483,26039,143,98,2332394,23800,198,"0"
"2225",19148,"F","40技~44技","024",2,79700,39850,12,15,524550,34970,54,29,1137699,39231,110,"0"
"2226",7977,"F","35技~39技","047",22,310576,14117,59,60,818427,13640,110,106,1558259,14701,186,"0"
"2227",1644,"F","55技~59技","016",22,968724,44033,76,66,2706334,41005,157,120,5004786,41707,272,"0"
"2228",973,"F","55技~59技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2229",7744,"M","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,5,116300,23260,15,"1"
"2230",17713,"F","25技~29技","047",17,91710,5395,16,49,274790,5608,26,109,694440,6371,52,"0"
"2231",2174,"F","50技~54技","016",25,688251,27530,63,81,1504249,18571,141,149,2909971,19530,252,"0"
"2232",12573,"F","55技~59技","016",7,158410,22630,19,14,400670,28619,40,22,691612,31437,62,"0"
"2233",560,"F","60技捞惑","072",NA,NA,NA,NA,1,21880,21880,3,2,80186,40093,16,"1"
"2234",9221,"F","35技~39技","020",NA,NA,NA,NA,4,91440,22860,12,5,117940,23588,13,"0"
"2235",1777,"F","55技~59技","016",4,195430,48858,12,5,254430,50886,13,15,806273,53752,73,"0"
"2236",12648,"F","60技捞惑","020",9,70430,7826,10,24,261013,10876,31,46,484332,10529,59,"0"
"2237",9063,"F","35技~39技","024",2,142320,71160,10,9,309860,34429,17,25,1140698,45628,57,"0"
"2238",15592,"F","60技捞惑","075",9,481239,53471,56,18,1154119,64118,98,32,2117347,66167,174,"0"
"2239",2232,"F","50技~54技","016",NA,NA,NA,NA,1,50794,50794,6,4,229857,57464,23,"0"
"2240",17176,"F","35技~39技","049",20,802678,40134,68,54,2115010,39167,132,105,3436604,32730,225,"0"
"2241",7579,"F","40技~44技","055",8,189170,23646,22,33,760206,23037,54,67,1263316,18855,88,"0"
"2242",10990,"F","35技~39技","055",8,133360,16670,19,16,243430,15214,33,37,552937,14944,67,"0"
"2243",9091,"F","35技~39技","016",6,203490,33915,9,14,414670,29619,23,31,995930,32127,58,"0"
"2244",18822,"F","35技~39技","082",4,142900,35725,28,4,142900,35725,28,8,450681,56335,58,"1"
"2245",7584,"M","40技~44技","016",3,89920,29973,5,12,344342,28695,39,21,603122,28720,78,"0"
"2246",3698,"F","45技~49技","049",NA,NA,NA,NA,1,96066,96066,14,1,96066,96066,14,"1"
"2247",15808,"M","25技~29技","043",28,537438,19194,49,76,1722998,22671,100,141,3155785,22381,207,"0"
"2248",14308,"F","30技~34技","060",15,83380,5559,7,51,563560,11050,26,110,2575850,23417,50,"0"
"2249",7235,"F","40技~44技","024",1,14000,14000,1,4,109700,27425,4,8,150660,18832,12,"0"
"2250",756,"F","60技捞惑","024",1,5700,5700,1,6,62810,10468,8,12,119790,9982,17,"0"
"2251",9308,"F","30技~34技","055",2,148260,74130,23,7,404838,57834,49,16,1096840,68552,98,"0"
"2252",9086,"F","35技~39技","027",NA,NA,NA,NA,4,64120,16030,10,4,64120,16030,10,"0"
"2253",3568,"F","45技~49技","055",16,657100,41069,28,40,1248790,31220,61,85,2269530,26700,117,"0"
"2254",3455,"F","50技~54技","055",13,242104,18623,28,31,507993,16387,72,57,1081585,18975,115,"0"
"2255",9511,"F","30技~34技","020",22,631082,28686,21,83,2512782,30274,48,124,3745012,30202,80,"0"
"2256",14227,"F","30技~34技","055",3,96940,32313,10,6,113440,18907,13,12,253270,21106,25,"0"
"2257",6458,"F","40技~44技","055",12,212690,17724,18,33,643140,19489,53,55,1074810,19542,89,"0"
"2258",16941,"F","50技~54技","055",19,983314,51753,24,48,1225914,25540,56,102,2371035,23245,133,"0"
"2259",41,"M","60技捞惑","055",NA,NA,NA,NA,2,24000,12000,1,10,179600,17960,10,"0"
"2260",5816,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,19,1145476,60288,47,"0"
"2261",6660,"F","40技~44技","055",NA,NA,NA,NA,NA,NA,NA,NA,1,152052,152052,30,"0"
"2262",2587,"F","50技~54技","055",7,90783,12969,20,20,294759,14738,41,33,471187,14278,64,"0"
"2263",15828,"F","50技~54技","024",NA,NA,NA,NA,NA,NA,NA,NA,2,94970,47485,12,"1"
"2264",618,"F","60技捞惑","060",1,69810,69810,14,9,187250,20806,31,10,199250,19925,32,"0"
"2265",2912,"M","50技~54技","039",4,272314,68078,23,8,693308,86664,63,12,1400243,116687,113,"0"
"2266",1900,"M","50技~54技","069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2267",13553,"F","50技~54技","010",4,193530,48382,20,11,387076,35189,39,14,490896,35064,57,"0"
"2268",15226,"F","60技捞惑","055",33,499818,15146,42,76,1546843,20353,82,146,3016746,20663,155,"0"
"2269",4534,"F","45技~49技","052",21,204390,9733,29,59,616620,10451,65,59,616620,10451,65,"0"
"2270",9325,"F","30技~34技","087",3,104311,34770,17,6,161881,26980,27,8,185611,23201,32,"1"
"2271",2236,"F","50技~54技","055",10,311038,31104,37,35,681217,19463,76,61,969822,15899,114,"0"
"2272",5015,"F","45技~49技","060",4,369355,92339,31,7,525511,75073,42,12,748303,62359,57,"0"
"2273",5656,"F","45技~49技","072",44,231750,5267,20,55,305330,5551,21,67,360570,5382,29,"0"
"2274",17851,"F","55技~59技","055",21,1069732,50940,63,55,2501524,45482,116,133,5714564,42967,203,"0"
"2275",11396,"F","35技~39技","055",24,688259,28677,85,76,2505833,32971,154,76,2505833,32971,154,"0"
"2276",14403,"F","55技~59技","055",30,1106244,36875,101,74,2730496,36899,162,141,5327864,37786,283,"0"
"2277",4201,"F","45技~49技","060",NA,NA,NA,NA,12,702426,58536,82,12,702426,58536,82,"1"
"2278",2197,"M","50技~54技","055",NA,NA,NA,NA,1,24500,24500,1,7,260950,37279,6,"0"
"2279",4455,"F","45技~49技","055",11,176753,16068,20,44,704409,16009,67,92,1740585,18919,147,"0"
"2280",6076,"F","40技~44技","060",4,138308,34577,5,5,210059,42012,9,6,229059,38176,10,"1"
"2281",15984,"M","35技~39技","055",4,79840,19960,3,19,403430,21233,13,47,745090,15853,35,"0"
"2282",13139,"F","30技~34技","055",17,1028457,60497,73,33,1865066,56517,130,61,3502826,57423,228,"0"
"2283",13188,"F","55技~59技","016",1,65900,65900,1,6,428284,71381,36,14,834181,59584,62,"0"
"2284",3268,"F","50技~54技","013",1,49440,49440,5,5,206710,41342,24,6,241610,40268,31,"0"
"2285",7362,"F","40技~44技","013",23,980409,42626,49,63,2285238,36274,110,134,3690732,27543,188,"0"
"2286",113,"F","60技捞惑","016",3,412802,137601,30,10,1077452,107745,63,31,2787989,89935,147,"0"
"2287",5562,"F","45技~49技","013",5,267810,53562,10,11,706711,64246,40,16,917160,57322,57,"0"
"2288",9716,"F","30技~34技","024",9,240620,26736,11,16,319570,19973,27,39,1048096,26874,86,"0"
"2289",2676,"M","50技~54技","024",NA,NA,NA,NA,NA,NA,NA,NA,2,12000,6000,3,"0"
"2290",5030,"F","45技~49技","027",10,570270,57027,42,19,846558,44556,70,31,1241128,40036,117,"0"
"2291",9122,"F","35技~39技","024",12,357440,29787,30,33,811264,24584,74,41,1082495,26402,104,"0"
"2292",9442,"F","30技~34技","024",2,69360,34680,9,4,103460,25865,14,8,255530,31941,33,"0"
"2293",8090,"F","35技~39技","049",22,405743,18443,51,60,1123407,18723,116,105,1870086,17810,179,"0"
"2294",16474,"M","45技~49技","049",1,11730,11730,4,5,63200,12640,9,12,181412,15118,21,"0"
"2295",17801,"M","25技~29技","030",3,93410,31137,9,4,108160,27040,11,4,108160,27040,11,"0"
"2296",863,"F","55技~59技","060",2,16330,8165,4,13,318599,24508,44,24,711482,29645,95,"0"
"2297",833,"F","55技~59技","055",12,147035,12253,23,26,264553,10175,39,55,763324,13879,91,"0"
"2298",2170,"M","50技~54技","052",4,259463,64866,29,18,1039841,57769,93,32,1958100,61191,156,"0"
"2299",10713,"F","45技~49技","049",4,332593,83148,34,19,844313,44438,82,34,1246248,36654,123,"0"
"2300",18415,"F","50技~54技","049",24,395782,16491,55,56,901272,16094,100,111,1751028,15775,174,"0"
"2301",8985,"F","35技~39技","055",1,80000,80000,1,2,274670,137335,21,5,606090,121218,57,"0"
"2302",4089,"F","45技~49技","016",NA,NA,NA,NA,1,12900,12900,1,2,32800,16400,2,"1"
"2303",3258,"F","50技~54技","055",11,293724,26702,50,32,1207467,37733,102,53,2050110,38681,150,"0"
"2304",14176,"F","60技捞惑","060",3,140700,46900,9,7,495430,70776,27,9,580010,64446,32,"0"
"2305",17824,"F","40技~44技","055",9,495520,55058,48,15,744040,49603,62,25,1250800,50032,81,"0"
"2306",448,"F","60技捞惑","060",3,33150,11050,5,6,233370,38895,20,10,388060,38806,30,"0"
"2307",17867,"F","45技~49技","047",18,424782,23599,63,49,1188929,24264,130,116,2520286,21727,221,"0"
"2308",6572,"F","40技~44技","055",4,105860,26465,18,9,190940,21216,27,9,190940,21216,27,"0"
"2309",7418,"F","40技~44技","055",1,49900,49900,1,2,84840,42420,7,3,157740,52580,8,"0"
"2310",18897,"M","25技~29技","072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2311",6387,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,11390,11390,2,"1"
"2312",4979,"F","45技~49技","010",9,145530,16170,16,45,1083728,24083,81,64,1665878,26029,115,"0"
"2313",14627,"F","25技~29技","075",24,280900,11704,14,38,453520,11935,30,48,579202,12067,41,"0"
"2314",18164,"M","30技~34技","055",26,164980,6345,21,53,435212,8212,38,82,582852,7108,55,"0"
"2315",12615,"F","30技~34技","055",2,5540,2770,2,8,156400,19550,11,12,347068,28922,21,"0"
"2316",6554,"F","40技~44技","016",2,40800,20400,6,3,60800,20267,7,8,488865,61108,57,"0"
"2317",9027,"M","35技~39技","069",NA,NA,NA,NA,2,67880,33940,5,4,104250,26062,15,"0"
"2318",7821,"F","40技~44技","016",3,648450,216150,6,3,648450,216150,6,5,865649,173130,18,"0"
"2319",15359,"F","40技~44技","047",22,543490,24704,65,57,1406268,24671,128,114,2801463,24574,225,"0"
"2320",6656,"F","40技~44技","052",2,84420,42210,9,4,153040,38260,16,10,312730,31273,34,"0"
"2321",12110,"M","45技~49技","010",4,86450,21612,6,15,295050,19670,23,27,460080,17040,46,"0"
"2322",8810,"F","35技~39技","055",12,398230,33186,32,26,686330,26397,49,40,1043762,26094,81,"0"
"2323",4714,"F","45技~49技","060",1,12730,12730,2,10,208760,20876,21,31,847604,27342,68,"0"
"2324",1804,"F","55技~59技","055",NA,NA,NA,NA,5,411984,82397,53,16,1261710,78857,112,"0"
"2325",18981,"F","30技~34技","060",1,6780,6780,3,14,1080535,77181,66,24,1550869,64620,123,"0"
"2326",15638,"F","30技~34技","055",4,107975,26994,18,6,164145,27358,27,7,173345,24764,28,"0"
"2327",15736,"M","35技~39技","020",7,242970,34710,21,8,292720,36590,29,15,560846,37390,63,"0"
"2328",6306,"F","40技~44技","075",2,50570,25285,6,9,409148,45461,45,12,503608,41967,54,"0"
"2329",7930,"F","35技~39技","079",6,254370,42395,29,12,574290,47858,50,14,625220,44659,56,"0"
"2330",17267,"F","35技~39技","075",3,151250,50417,9,8,306830,38354,20,14,419959,29997,40,"0"
"2331",9114,"F","35技~39技","016",16,556737,34796,44,56,1928436,34436,79,119,3945252,33153,146,"0"
"2332",5353,"F","45技~49技","013",15,390006,26000,31,48,976739,20349,68,117,3045429,26029,170,"0"
"2333",17501,"F","45技~49技","016",3,90300,30100,7,8,207230,25904,12,16,609570,38098,34,"0"
"2334",7414,"M","40技~44技","013",2,281240,140620,15,8,1346040,168255,55,16,2966500,185406,99,"0"
"2335",18032,"M","30技~34技","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2336",1945,"F","50技~54技","055",7,115268,16467,23,16,686663,42916,55,35,1888074,53945,142,"0"
"2337",15241,"F","50技~54技","047",1,64948,64948,6,2,76578,38289,9,5,174878,34976,26,"0"
"2338",559,"M","60技捞惑","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2339",9428,"F","30技~34技","013",6,210490,35082,18,19,436650,22982,33,45,1288021,28623,104,"0"
"2340",4216,"F","45技~49技","055",21,640450,30498,35,51,1359260,26652,78,96,2286285,23815,134,"0"
"2341",1029,"F","55技~59技","055",13,551585,42430,51,51,1624924,31861,92,82,2906490,35445,172,"0"
"2342",2159,"F","50技~54技","055",10,151608,15161,23,20,358815,17941,48,35,662009,18915,75,"0"
"2343",1136,"F","55技~59技","055",18,325748,18097,31,63,1091600,17327,81,126,2075576,16473,141,"0"
"2344",3357,"F","50技~54技","055",3,85280,28427,13,15,451878,30125,37,21,616284,29347,55,"0"
"2345",6794,"F","40技~44技","055",19,740638,38981,24,68,2688646,39539,67,91,3268786,35921,93,"0"
"2346",171,"F","60技捞惑","055",1,6395,6395,2,9,133365,14818,20,13,189955,14612,25,"0"
"2347",101,"F","60技捞惑","055",7,167559,23937,15,13,251919,19378,22,37,515256,13926,38,"0"
"2348",3376,"F","50技~54技","069",21,417740,19892,79,51,1199076,23511,146,76,2044280,26898,216,"0"
"2349",18284,"F","45技~49技","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2350",3006,"M","50技~54技","055",7,283150,40450,22,14,588750,42054,46,20,767677,38384,64,"0"
"2351",3297,"F","50技~54技","016",6,347673,57946,36,15,928118,61875,82,32,2310335,72198,189,"0"
"2352",15031,"F","35技~39技","055",9,631960,70218,13,17,1418290,83429,29,37,2593718,70100,71,"0"
"2353",16040,"M","35技~39技","049",22,641279,29149,78,66,2061982,31242,176,122,3863913,31671,282,"0"
"2354",7485,"F","40技~44技","049",12,186450,15538,26,28,421608,15057,56,42,676948,16118,87,"0"
"2355",2224,"F","50技~54技","065",1,109800,109800,1,1,109800,109800,1,2,120521,60260,2,"0"
"2356",5159,"F","45技~49技","055",6,242392,40399,12,6,242392,40399,12,11,462892,42081,16,"0"
"2357",13097,"F","25技~29技","016",NA,NA,NA,NA,4,32900,8225,5,4,32900,8225,5,"1"
"2358",9619,"F","30技~34技","049",1,24730,24730,4,1,24730,24730,4,2,52410,26205,9,"0"
"2359",7952,"F","35技~39技","043",NA,NA,NA,NA,3,45834,15278,6,7,242684,34669,15,"0"
"2360",18325,"F","55技~59技","045",NA,NA,NA,NA,2,96660,48330,8,5,239915,47983,16,"0"
"2361",18092,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,5220,5220,2,"1"
"2362",3236,"F","50技~54技","047",NA,NA,NA,NA,1,12740,12740,2,8,428010,53501,24,"0"
"2363",14992,"F","45技~49技","047",NA,NA,NA,NA,NA,NA,NA,NA,2,97730,48865,4,"0"
"2364",11165,"F","30技~34技","082",2,287560,143780,33,42,2122395,50533,116,137,5187991,37869,268,"0"
"2365",4620,"F","45技~49技","055",NA,NA,NA,NA,3,226753,75584,19,13,569031,43772,43,"0"
"2366",18324,"F","40技~44技","047",16,601024,37564,87,41,1451306,35398,136,91,2800632,30776,230,"0"
"2367",12024,"F","45技~49技","016",4,488244,122061,32,7,855121,122160,59,15,1700286,113352,110,"0"
"2368",1337,"F","55技~59技","024",21,880985,41952,84,48,2122782,44225,154,93,4068201,43744,277,"0"
"2369",4969,"F","45技~49技","016",NA,NA,NA,NA,1,1500,1500,1,1,1500,1500,1,"1"
"2370",4703,"F","45技~49技","024",7,284780,40683,21,10,410908,41091,34,26,1025875,39457,86,"0"
"2371",442,"F","60技捞惑","049",19,1508380,79388,113,53,3920565,73973,166,97,7247617,74718,282,"0"
"2372",13194,"F","60技捞惑","060",13,82010,6308,15,51,508992,9980,50,77,733574,9527,87,"0"
"2373",7685,"F","40技~44技","055",10,240042,24004,27,36,627794,17439,53,43,854611,19875,69,"0"
"2374",15038,"M","35技~39技","055",3,134090,44697,4,10,530060,53006,19,22,861150,39143,37,"0"
"2375",329,"F","60技捞惑","055",1,206666,206666,26,10,619576,61958,66,14,936862,66919,96,"0"
"2376",17438,"F","25技~29技","072",1,17210,17210,4,2,34850,17425,7,10,162290,16229,17,"0"
"2377",5944,"F","40技~44技","060",1,62090,62090,18,2,141590,70795,23,4,239327,59832,39,"0"
"2378",12940,"M","40技~44技","016",2,42600,21300,4,10,635820,63582,36,19,1137852,59887,88,"0"
"2379",12494,"M","35技~39技","016",4,250930,62732,34,19,1338857,70466,99,34,2114369,62187,163,"0"
"2380",8669,"F","35技~39技","016",19,478408,25179,60,65,1546502,23792,130,115,2634453,22908,230,"0"
"2381",8409,"F","35技~39技","069",1,12550,12550,2,2,34990,17495,4,3,56790,18930,8,"0"
"2382",8609,"F","35技~39技","016",2,112380,56190,19,8,297830,37229,38,14,703580,50256,80,"0"
"2383",9351,"F","30技~34技","016",1,125895,125895,7,1,125895,125895,7,9,862270,95808,53,"0"
"2384",4847,"F","45技~49技","013",3,125888,41963,14,9,354690,39410,30,15,724863,48324,64,"0"
"2385",1172,"F","55技~59技","016",2,186720,93360,16,5,392450,78490,31,9,863496,95944,55,"0"
"2386",8976,"F","35技~39技","027",6,118336,19723,14,13,322436,24803,28,19,650148,34218,44,"0"
"2387",10099,"F","35技~39技","013",17,1445580,85034,54,55,5044140,91712,96,110,10621021,96555,178,"0"
"2388",1475,"F","55技~59技","016",22,290399,13200,22,62,1181713,19060,70,160,3125580,19535,158,"0"
"2389",14706,"F","45技~49技","013",5,223239,44648,17,14,604997,43214,36,34,1770581,52076,99,"0"
"2390",2383,"M","50技~54技","027",1,208630,208630,16,3,276549,92183,24,3,276549,92183,24,"0"
"2391",2288,"M","50技~54技","055",5,105984,21197,18,25,398732,15949,49,60,1620152,27003,105,"0"
"2392",11811,"F","50技~54技","055",4,148306,37076,18,8,347846,43481,33,18,673766,37431,62,"0"
"2393",17269,"F","45技~49技","016",8,310905,38863,33,43,1614821,37554,101,94,3478011,37000,194,"0"
"2394",572,"F","60技捞惑","055",4,79969,19992,14,14,403617,28830,28,30,758996,25300,50,"0"
"2395",9009,"F","35技~39技","055",2,19430,9715,2,6,581580,96930,7,14,721010,51501,13,"0"
"2396",617,"F","60技捞惑","055",10,120740,12074,25,27,379480,14055,51,45,755166,16781,91,"0"
"2397",8656,"F","35技~39技","047",NA,NA,NA,NA,6,40900,6817,7,16,80860,5054,14,"0"
"2398",2891,"F","50技~54技","055",7,181020,25860,33,23,1086877,47256,95,54,2434286,45079,193,"0"
"2399",3054,"M","50技~54技","060",NA,NA,NA,NA,1,4120,4120,2,4,72644,18161,15,"0"
"2400",7343,"F","40技~44技","055",17,856506,50383,63,55,2218807,40342,100,103,3827658,37162,171,"0"
"2401",13027,"F","25技~29技","043",18,1586810,88156,14,53,2876790,54279,31,110,6040730,54916,62,"0"
"2402",188,"F","60技捞惑","055",3,61550,20517,11,8,140946,17618,19,17,472009,27765,42,"0"
"2403",12981,"F","30技~34技","052",4,33790,8448,9,5,49370,9874,12,7,78470,11210,16,"0"
"2404",9653,"F","30技~34技","055",10,424719,42472,47,30,1508127,50271,126,54,2594545,48047,222,"0"
"2405",2570,"F","50技~54技","055",3,181783,60594,25,21,1354937,64521,88,26,1588160,61083,104,"0"
"2406",2315,"F","50技~54技","049",6,335932,55989,56,20,957906,47895,101,49,2351582,47991,191,"0"
"2407",1237,"F","55技~59技","049",7,307996,43999,12,30,653726,21791,45,89,1824751,20503,123,"0"
"2408",17980,"F","45技~49技","055",19,572979,30157,51,65,1715459,26392,118,122,3273888,26835,218,"0"
"2409",13327,"M","40技~44技","060",4,158760,39690,4,26,604440,23248,22,49,1262110,25757,43,"0"
"2410",11012,"F","50技~54技","055",NA,NA,NA,NA,4,146240,36560,11,4,146240,36560,11,"0"
"2411",11707,"F","50技~54技","060",1,59610,59610,17,4,175930,43982,37,15,636080,42405,72,"0"
"2412",16176,"M","50技~54技","069",NA,NA,NA,NA,4,112480,28120,11,13,301843,23219,31,"0"
"2413",1486,"F","55技~59技","055",NA,NA,NA,NA,2,38016,19008,4,10,320688,32069,8,"0"
"2414",15679,"F","45技~49技","055",3,70126,23375,7,10,295934,29593,39,32,1349841,42183,134,"0"
"2415",13118,"F","40技~44技","055",NA,NA,NA,NA,1,2400,2400,1,5,68160,13632,7,"0"
"2416",2111,"F","50技~54技","016",29,530555,18295,53,69,1274837,18476,108,131,2315871,17678,225,"0"
"2417",7040,"F","40技~44技","049",4,315400,78850,6,5,337800,67560,8,22,1192290,54195,48,"0"
"2418",4879,"F","45技~49技","016",18,551282,30627,80,36,1144753,31799,131,74,2420418,32708,230,"0"
"2419",1959,"F","50技~54技","049",29,529030,18242,50,69,1456945,21115,96,116,2813784,24257,162,"0"
"2420",17920,"F","35技~39技","055",7,319773,45682,27,13,707800,54446,58,26,1479621,56908,113,"0"
"2421",10197,"F","40技~44技","055",1,12630,12630,4,5,318127,63625,21,8,474641,59330,33,"0"
"2422",3059,"F","50技~54技","055",27,556117,20597,48,59,1705923,28914,103,85,2252003,26494,142,"0"
"2423",3729,"F","45技~49技","024",2,98143,49072,15,4,174503,43626,34,4,174503,43626,34,"1"
"2424",2724,"F","50技~54技","052",19,156790,8252,19,52,299780,5765,42,57,344120,6037,48,"0"
"2425",19375,"F","25技~29技","049",42,517045,12311,35,78,1159694,14868,59,78,1159694,14868,59,"0"
